=========================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5.revisions
############## CONFLICT ##############
    assertEquals(EXECUTOR_FIELD, gcRoot.referenceName);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
~~FSTMerge~~ ##FSTMerge## @Test public void excludeStatic() {
    ExcludedRefs.Builder excludedRefs = new ExcludedRefs.Builder();
    excludedRefs.thread(ASYNC_TASK_THREAD);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD);
    AnalysisResult result = analyze(new HeapAnalyzer(excludedRefs.build()));
    assertTrue(result.leakFound);
    assertTrue(result.excludedLeak);
  } ##FSTMerge## @Test public void excludeStatic() {
    ExcludedRefs.Builder excludedRefs = new ExcludedRefs.Builder();
    excludedRefs.thread(ASYNC_TASK_THREAD);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD);
    AnalysisResult result = analyze(new HeapAnalyzer(excludedRefs.build()));
    assertTrue(result.leakFound);
    assertTrue(result.excludedLeak);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
~~FSTMerge~~ ##FSTMerge## @Test public void excludeStaticForBase() {
    ExcludedRefs.Builder excludedRefs = new ExcludedRefs.Builder();
    excludedRefs.thread(ASYNC_TASK_THREAD);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD);
    AnalysisResult result = analyze(new HeapAnalyzer(excludedRefs.build(), excludedRefs.build()));
    assertFalse(result.leakFound);
  } ##FSTMerge## @Test public void excludeStaticForBase() {
    ExcludedRefs.Builder excludedRefs = new ExcludedRefs.Builder();
    excludedRefs.thread(ASYNC_TASK_THREAD);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD);
    AnalysisResult result = analyze(new HeapAnalyzer(excludedRefs.build(), excludedRefs.build()));
    assertFalse(result.leakFound);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
~~FSTMerge~~ ##FSTMerge## private AnalysisResult analyze(HeapAnalyzer heapAnalyzer) {
    File heapDumpFile = new File(Thread.currentThread()
        .getContextClassLoader()
        .getResource("leak_asynctask.hprof")
        .getPath());
    return heapAnalyzer.checkForLeak(heapDumpFile, "dc983a12-d029-4003-8890-7dd644c664c5");
  } ##FSTMerge## private AnalysisResult analyze(HeapAnalyzer heapAnalyzer) {
    File heapDumpFile = new File(Thread.currentThread()
        .getContextClassLoader()
        .getResource("leak_asynctask.hprof")
        .getPath());
    return heapAnalyzer.checkForLeak(heapDumpFile, "dc983a12-d029-4003-8890-7dd644c664c5");
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@RunWith(Parameterized.class) //
public
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Parameterized.Parameters public static Collection<Object[]> data() {
    return Arrays.asList(new Object[][] {
        { fileFromName("leak_asynctask.hprof"), "dc983a12-d029-4003-8890-7dd644c664c5" },
        { fileFromName("leak_asynctask_mpreview2.hprof"), "1114018e-e154-435f-9a3d-da63ae9b47fa" },
    });
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
private static File fileFromName(String filename) {
    ClassLoader classLoader = Thread.currentThread().getContextClassLoader();
    URL url = classLoader.getResource(filename);
    return new File(url.getPath());
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public AsyncTaskLeakTest(File heapDumpFile, String referenceKey) {
    this.heapDumpFile = heapDumpFile;
    this.referenceKey = referenceKey;
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Before public void setUp() {
    excludedRefs = new ExcludedRefs.Builder().clazz(WeakReference.class.getName(), true)
        .clazz("java.lang.ref.FinalizerReference", true);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Test public void leakFound() {
    AnalysisResult result = analyze();
    assertTrue(result.leakFound);
    assertFalse(result.excludedLeak);
    LeakTraceElement gcRoot = result.leakTrace.elements.get(0);
    assertEquals(Thread.class.getName(), gcRoot.className);
    assertEquals(THREAD, gcRoot.holder);
    assertThat(gcRoot.extra, containsString(ASYNC_TASK_THREAD));
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Test public void excludeThread() {
    excludedRefs.thread(ASYNC_TASK_THREAD);
    AnalysisResult result = analyze();
    assertTrue(result.leakFound);
    assertFalse(result.excludedLeak);
    LeakTraceElement gcRoot = result.leakTrace.elements.get(0);
    assertEquals(ASYNC_TASK_CLASS, gcRoot.className);
    assertEquals(STATIC_FIELD, gcRoot.type);
    assertTrue(gcRoot.referenceName.equals(EXECUTOR_FIELD_1) || gcRoot.referenceName.equals(
        EXECUTOR_FIELD_2));
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Test public void excludeStatic() {
    excludedRefs.thread(ASYNC_TASK_THREAD);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD_1);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD_2);
    AnalysisResult result = analyze();
    assertTrue(result.leakFound);
    assertTrue(result.excludedLeak);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
private AnalysisResult analyze() {
    HeapAnalyzer heapAnalyzer = new HeapAnalyzer(excludedRefs.build());
    AnalysisResult result = heapAnalyzer.checkForLeak(heapDumpFile, referenceKey);
    if (result.failure != null) {
      result.failure.printStackTrace();
    }
    if (result.leakTrace != null) {
      System.out.println(result.leakTrace);
    }
    return result;
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/AsyncTaskLeakTest.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
final
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakNode.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
LeakNode(Instance instance, LeakNode parent, String referenceName,
      LeakTraceElement.Type referenceType) {
    this.instance = instance;
    this.parent = parent;
    this.referenceName = referenceName;
    this.referenceType = referenceType;
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakNode.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public final
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/main/java/com/squareup/haha/perflib/HahaSpy.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public static Instance allocatingThread(Instance instance) {
    Snapshot snapshot = instance.mHeap.mSnapshot;
    int threadSerialNumber;
    if (instance instanceof RootObj) {
      threadSerialNumber = ((RootObj) instance).mThread;
    } else {
      threadSerialNumber = instance.mStack.mThreadSerialNumber;
    }
    ThreadObj thread = snapshot.getThread(threadSerialNumber);
    return snapshot.findInstance(thread.mId);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/main/java/com/squareup/haha/perflib/HahaSpy.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 6c0bee2907076c8e20eb081f91e8f93798c36a27
Parent1 SHA-1: 47b098efdb5d2769a95db720a00616234237e20e
Parent2 SHA-1: f8bcc4e07af8f537dc427c0be760d42a2ff3017f
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
private HahaSpy() {
    throw new AssertionError();
  }
File path: /tmp/downloads/leakcanary/revisions/rev_47b09_f8bcc/rev_47b09-f8bcc/leakcanary-analyzer/src/main/java/com/squareup/haha/perflib/HahaSpy.java

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_37b27_ec123/rev_37b27-ec123.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_79317_116da/rev_79317-116da.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_2ff5a_6d669/rev_2ff5a-6d669.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_fd7c2_0b0ab/rev_fd7c2-0b0ab.revisions

==================================================================================================================
